time_s,tension_kN,opb_interlink_angle_deg,ipb_interlink_angle_deg,opb_interlink_01_deg,ipb_interlink_01_deg,opb_interlink_02_deg,ipb_interlink_02_deg,opb_interlink_03_deg,ipb_interlink_03_deg,opb_interlink_04_deg,ipb_interlink_04_deg,opb_interlink_05_deg,ipb_interlink_05_deg,opb_interlink_06_deg,ipb_interlink_06_deg,opb_interlink_07_deg,ipb_interlink_07_deg,opb_interlink_08_deg,ipb_interlink_08_deg,opb_interlink_09_deg,ipb_interlink_09_deg,opb_interlink_10_deg,ipb_interlink_10_deg,opb_interlink_11_deg,ipb_interlink_11_deg,opb_interlink_12_deg,ipb_interlink_12_deg,opb_interlink_13_deg,ipb_interlink_13_deg,opb_interlink_14_deg,ipb_interlink_14_deg,opb_interlink_15_deg,ipb_interlink_15_deg,opb_interlink_16_deg,ipb_interlink_16_deg,opb_interlink_17_deg,ipb_interlink_17_deg,opb_interlink_18_deg,ipb_interlink_18_deg,opb_interlink_19_deg,ipb_interlink_19_deg,fairlead_x_m,fairlead_y_m,fairlead_z_m,line_length_m,fairlead_angle_in_plane_deg,fairlead_angle_out_of_plane_deg
91.5,1058.7788034948496,0.08786772601606362,0.12303478251284698,0.08786772601606362,0.12303478251284698,0.025198562138183445,0.0338607475328202,0.0077936179880481815,0.010359897359517943,0.002463158575158487,0.0032635226196655316,0.0007836826196705041,0.0010372369951330844,0.0002498625514460856,0.0003305845634401255,7.971968098735838e-05,0.00010545609381424676,2.544157604384749e-05,3.365333506353132e-05,8.119372576050142e-06,1.0739622171089664e-05,2.591199967522942e-06,3.427282441498334e-06,8.269502603151654e-07,1.0937316727505192e-06,2.6391121312400074e-07,3.4903716912587583e-07,8.422407653733063e-08,1.1138649202278407e-07,2.6879072690492906e-08,3.554618403086827e-08,8.578047895179803e-09,1.1343566113475389e-08,2.737316090846548e-09,3.619666334656723e-09,8.72752460369315e-10,1.1540302739908788e-09,2.759306986360002e-10,3.6484566410890806e-10,7.992015804906143e-11,1.0566987905402316e-10,37.70312202750646,-1.9385475229835856,-12.4020780375935,821.6031607054919,1.1759935342012677,0.8793826070303985
92.0,1055.190061281733,0.08500317668143093,0.16896259082505757,0.08500317668143093,0.16896259082505757,0.024501854896448814,0.04421595533382287,0.007597953192144458,0.013377004534179778,0.0024061212795808353,0.004205026001369496,0.0007669344522068093,0.0013371523256289306,0.00024495725260515833,0.0004267373745140303,7.829254006255348e-05,0.00013634449450253738,2.503000336020213e-05,4.3582389789980434e-05,8.00205316764734e-06,1.393197301612018e-05,2.558243959047729e-06,4.453630767782861e-06,8.178666161476128e-07,1.4236911720192401e-06,2.614706831257982e-07,4.5511104089374196e-07,8.35917622018283e-08,1.4548523174587805e-07,2.6724129142715916e-08,4.650718479011756e-08,8.543577000057955e-09,1.486679286178878e-08,2.7311006906449657e-09,4.751999137939576e-09,8.722915967535667e-10,1.5176149972570873e-09,2.7625204647520353e-10,4.805824211471819e-10,8.012773272617296e-11,1.3938418109495508e-10,37.66696617171337,-1.9767975052420836,-12.19796314963097,821.685080419044,1.523473743735253,0.8526204065872759
92.5,1049.9608131799928,0.08233540808364037,0.20404647284005362,0.08233540808364037,0.20404647284005362,0.023867776067871833,0.0515100516536919,0.007426055895731919,0.015480728924045714,0.002358214005689518,0.004865534968955496,0.0007536360297103232,0.0015497890967127404,0.00024133085192754432,0.0004957144726985684,7.733170327552162e-05,0.0001587697343869842,2.4786210631178487e-05,5.0876966009921535e-05,7.944429146435666e-06,1.630497637089761e-05,2.5463333381515085e-06,5.2253952088179225e-06,8.161459234172666e-07,1.6746270855255409e-06,2.615895380874646e-07,5.366820567433944e-07,8.384417277935116e-08,1.7199506961301364e-07,2.6873546725214698e-08,5.5120672891730514e-08,8.613369675647235e-09,1.7664812180662925e-08,2.7604649815929725e-09,5.660628211631653e-09,8.839181702998443e-10,1.8123461782479694e-09,2.806259986965316e-10,5.753145217401527e-10,8.156625039724036e-11,1.6720310140104332e-10,37.582243381139264,-2.0038877288528814,-12.11336778973332,821.7869632908644,1.7617968965543875,0.8268996057908975
93.0,1043.4921114211697,0.08049162974224237,0.2222892902724847,0.08049162974224237,0.2222892902724847,0.023457164405802516,0.055194631375001704,0.007325124241398245,0.01656306504869023,0.0023338435317647567,0.0052148872633400725,0.0007482412743031741,0.001665568167994839,0.00024036676243466233,0.0005343528385261095,7.72677910296063e-05,0.0001716778455173111,2.4844477296297583e-05,5.518603804900408e-05,7.98842627569995e-06,1.774188398745073e-05,2.56857705607462e-06,5.70387834516362e-06,8.258933435261771e-07,1.8337527268992292e-06,2.655555168698609e-07,5.895372981360832e-07,8.538599553737074e-08,1.8953165569415051e-07,2.7454752758600696e-08,6.093289320997579e-08,8.827633717728094e-09,1.9589246199742777e-08,2.838122845884426e-09,6.297146668916961e-09,9.11658073700565e-10,2.022479375543944e-09,2.9031970816354617e-10,6.439764977161295e-10,8.460195317623832e-11,1.8763959399424473e-10,37.45559486396379,-2.0205188354900736,-12.15503310610557,821.9007745185754,1.8745196981009644,0.8080562993314732
93.5,1036.266193410255,0.08003877613787191,0.22010657092313907,0.08003877613787191,0.22010657092313907,0.02341895529575533,0.05495795585571272,0.007339450602108479,0.01655488425183417,0.002346683903844048,0.005230881468391968,0.0007550250110169342,0.001676591384132125,0.00024340794360773,0.0005397983949280012,7.852371898036791e-05,0.00017404428893562991,2.5338261078837904e-05,5.614589315288251e-05,8.176223475192303e-06,1.8114806498783558e-05,2.638327472441409e-06,5.844527462697941e-06,8.513431493814663e-07,1.8856674634010312e-06,2.747138699435853e-07,6.08388234474712e-07,8.864545671795508e-08,1.9628922467685366e-07,2.86043400151223e-08,6.333031795193113e-08,9.230030128570116e-09,2.0432552320792538e-08,2.9780592010897833e-09,6.591627170017968e-09,9.599967214673877e-10,2.124560843474773e-09,3.067622937597501e-10,6.788024284663164e-10,8.965199068810753e-11,1.9835925597878234e-10,37.29622175618492,-2.027840011049378,-12.321130978234521,822.018009221042,1.8539056168378554,0.801394303239068
94.0,1028.8161290366775,0.08142075499136471,0.19767617382589467,0.08142075499136471,0.19767617382589467,0.023869519096226754,0.050733173013577285,0.0075038416157922885,0.015419731157537598,0.0024075736085142005,0.00489731762832196,0.0007774089523102761,0.0015761642909579733,0.00025154044293218693,0.0005094100608090199,8.144506828693332e-05,0.00016486123636821898,2.637777010956583e-05,5.33813927259378e-05,8.543018878502871e-06,1.7286683482635228e-05,2.7668438706851984e-06,5.59800729309392e-06,8.961030173286001e-07,1.8128223172727141e-06,2.90222595094749e-07,5.870525964888601e-07,9.399493542094111e-08,1.9010727585974113e-07,3.0442283272598605e-08,6.156303200880388e-08,9.85928844798523e-09,1.9935946066375474e-08,3.1928005810657172e-09,6.4552283122128185e-09,1.0329900911097653e-09,2.0882609244143953e-09,3.312577953285852e-10,6.69584100107805e-10,9.709998628119524e-11,1.9625305788140036e-10,37.11517327980673,-2.027371633563023,-12.601279315212745,822.1303719966154,1.7014293755034533,0.81096063571062
94.5,1021.6922717633538,0.08491497321853268,0.1589783317899983,0.08491497321853268,0.1589783317899983,0.024875609927815807,0.042729641376958435,0.007837736416881307,0.013164551113065267,0.0025225112017913877,0.004208063302273512,0.0008172805126209131,0.001360367127711617,0.00026536231152595553,0.000441357373535226,8.622181963417227e-05,0.00014335990768237576,2.8023497129673743e-05,4.658696565294167e-05,9.108093458277202e-06,1.5140315845743596e-05,2.960278870604008e-06,4.920457056248912e-06,9.621388955517901e-07,1.5991012246997575e-06,3.127108233273996e-07,5.196925135316112e-07,1.016361026548697e-07,1.6889504730910322e-07,3.3033349433260507e-08,5.488919822221808e-08,1.0736250819740965e-08,1.783825186525669e-08,3.489067951331684e-09,5.796615100637261e-09,1.13280828378369e-09,1.8818587910886956e-09,3.645023257158524e-10,6.054769144924768e-10,1.0715031544186892e-10,1.7797650979008095e-10,36.924660330353106,-2.0209148224672395,-12.977175407896299,822.2302722292782,1.4276414938968531,0.839026095929637
95.0,1015.4276215323814,0.09061070972497429,0.11042143066233065,0.09061070972497429,0.11042143066233065,0.02644445974515016,0.03147952710386652,0.008341450358632704,0.009867075207911285,0.002691261604044722,0.0031772757631263675,0.0008744821405270552,0.0010317454377509064,0.0002847985872264392,0.00033594102913168434,9.282198854518405e-05,0.00010947963559645944,3.0262608151041783e-05,3.5692032147509775e-05,9.866470934600722e-06,1.1636350572200875e-05,3.2167501296145627e-06,3.793694179815167e-06,1.0487520260087239e-06,1.236823815254254e-06,3.419229824497843e-07,4.03230481427415e-07,1.1147660142320432e-07,1.3146157053432108e-07,3.634449573937037e-08,4.2859172271248e-08,1.1849195595311742e-08,1.3972819100746592e-08,3.862733964470543e-09,4.55491218458965e-09,1.2580092658142855e-09,1.4834029756806317e-09,4.0600035201737146e-10,4.787316799837176e-10,1.196495723149357e-10,1.4108109398580792e-10,36.73743619496211,-2.0104535435047493,-13.423812281314943,822.3111101350065,1.0514155951851947,0.8858718966799342
95.5,1010.5042759020262,0.09840938642179507,0.05871771052946271,0.09840938642179507,0.05871771052946271,0.028523383876877372,0.017850518365665296,0.008995670033788664,0.0057056544739026134,0.002907029391321854,0.001851594685588775,0.0009466465339465191,0.0006037891038402491,0.0003090278177592054,0.00019719890804908595,0.00010096135493049825,6.444205505125315e-05,3.2996834163495453e-05,2.106246566136786e-05,1.0784260792366344e-05,6.884129616650331e-06,3.5245890632984787e-06,2.2500328941360324e-06,1.1519313456786356e-06,7.354085845780017e-07,3.7648241643651374e-07,2.403634988726534e-07,1.2304465235956168e-07,7.856123179589907e-08,4.0214277906195344e-08,2.5677192455992392e-08,1.3142953997568677e-08,8.392318702597384e-09,4.2949744827519706e-09,2.742655577470493e-09,1.402186008580412e-09,8.954428729160022e-10,4.535965452627609e-10,2.8968288905687516e-10,1.3394064933358854e-10,8.554272025167754e-11,36.56623981758739,-1.9980541297005359,-13.911194219378594,822.3673879776228,0.5986397741647207,0.949914375301372
96.0,1007.3230774535557,0.1080460209522998,0.009164904730607642,0.1080460209522998,0.009164904730607642,0.031009429166511143,0.002971258153212958,0.009764609416050297,0.0009695631592751221,0.0031574214603439393,0.00031705350565757037,0.0010294814365411425,0.00010375033186670069,0.00033656455094514646,3.3961213318445375e-05,0.00011012772343701049,1.1116792017081095e-05,3.6048941185012045e-05,3.638947277664719e-06,1.1800392874501017e-05,1.1911653351916127e-06,3.8627839651693395e-06,3.89913551165644e-07,1.2644578954011256e-06,1.276334801397398e-07,4.139122874686345e-07,4.1779273835421394e-08,1.3549154941951711e-07,1.3675937488187276e-08,4.43522417850164e-08,4.476646519870481e-09,1.4518242645349935e-08,1.4653575582495333e-09,4.7518954779474475e-09,4.796106001794523e-10,1.5537939931193608e-09,1.568222601173893e-10,5.03404012938417e-10,5.080700435096507e-11,1.4883757853491416e-10,1.5021501961686407e-11,36.42326320621416,-1.9857661753099167,-14.406423910650755,822.3947241638137,0.10044418192460865,1.028124773082505
96.5,1006.1783646745274,0.11913034271277197,-0.03906692806163042,0.11913034271277197,-0.03906692806163042,0.033767356779247235,-0.012191664456011962,0.01060226415781823,-0.003933147964651193,0.003426557806133387,-0.001282033461356933,0.0011174777644617003,-0.00041927724635657676,0.0003654968791665616,-0.0001372690493482401,0.00011965739394966873,-4.4960916315990177e-05,3.9189659806639575e-05,-1.4727413620446226e-05,1.2835681790001907e-05,-4.824116804458265e-06,4.20403565121895e-06,-1.580189403170586e-06,1.376936264136938e-06,-5.176073978900239e-07,4.509841510789077e-07,-1.6954765936686472e-07,1.4770958041766875e-07,-5.5537082991117615e-08,4.837884800257378e-08,-1.8191721772373656e-08,1.5845190322068567e-08,-5.958811117544688e-09,5.189118186048887e-09,-1.9516393314952197e-09,1.697704352006873e-09,-6.385746330846964e-10,5.503250030002277e-10,-2.0701938146064463e-10,1.6278393187985907e-10,-6.124049639393956e-11,36.31959425372319,-1.9755280461356426,-14.87599981706909,822.3898630137102,-0.40891879655981894,1.1166384604266189
97.0,1007.2394128563702,0.1312034152090615,-0.09200190265844635,0.1312034152090615,-0.09200190265844635,0.03665209562696318,-0.026912751649570858,0.011460281836597709,-0.008518710548435364,0.0036978217156786873,-0.0027590686943133936,0.0012048719692786284,-0.0009001068077944299,0.00039382321788173713,-0.00029433459557513656,0.00012885623905064782,-9.632108027886616e-05,4.217878984081921e-05,-3.153200176937779e-05,1.3807193532824874e-05,-1.0322425144503788e-05,4.519773894471423e-06,-3.3791847922365683e-06,1.4795444113363801e-06,-1.1062216178291615e-06,4.843276866544065e-07,-3.621365287761588e-07,1.5854426260263818e-07,-1.1855024921522747e-07,5.189926906681666e-08,-3.880896713930485e-08,1.6988970426187633e-08,-1.2704477380632154e-08,5.560671403924209e-09,-4.158491917965702e-09,1.818281329340373e-09,-1.3598421286702078e-09,5.891031456633847e-10,-4.4059233184986574e-10,1.7417798327324246e-10,-1.3027290449196265e-10,36.26460282604117,-1.9690798827337526,-15.288143690783668,822.3507560042294,-0.8944061683186737,1.211412069868133
97.5,1010.5397311872844,0.14380079729401177,-0.1456536578410996,0.14380079729401177,-0.1456536578410996,0.03953043703703068,-0.039954976114626006,0.012295461687296554,-0.012420869580977895,0.003956525677058297,-0.0039962352151659926,0.0012866019151355687,-0.0012994466577428971,0.00041979523717095794,-0.0004239785311915284,0.00013712142476558694,-0.0001384868618969783,4.4809028473227246e-05,-4.525503756936483e-05,1.4643833237576406e-05,-1.4789564391139628e-05,4.785684027589883e-06,-4.833300922792364e-06,1.5639874618886455e-06,-1.5795460338047288e-06,5.111195670038717e-07,-5.162032488207307e-07,1.6703661973889713e-07,-1.686976859024596e-07,5.4588399760451056e-08,-5.5131143662887186e-08,1.7839563260132834e-08,-1.8016899795109645e-08,5.829388331213732e-09,-5.8873253898355215e-09,1.90300243528877e-09,-1.9219124976916615e-09,6.155675099723795e-10,-6.216832817833735e-10,1.817586489958849e-10,-1.8356418528353476e-10,36.26527609986404,-1.9678869377792074,-15.614978763918167,822.2767468214928,-1.3225773628974016,1.308784879780874
98.0,1015.9748885891977,0.15650836386262715,-0.19364211418991636,0.15650836386262715,-0.19364211418991636,0.04229684294103244,-0.05021318957069471,0.013075047587975964,-0.015368111920235104,0.004191810900955509,-0.004912384541388081,0.001359000545361579,-0.0015910914197117762,0.00044217112943846244,-0.0005175144832638311,0.00014403339352859752,-0.00016855404675101036,4.693916388237149e-05,-5.492598138843293e-05,1.5298254186762863e-05,-1.790069649161197e-05,4.985955474750669e-06,-5.833941001188027e-06,1.6250058116705675e-06,-1.9013152685865365e-06,5.296164131837365e-07,-6.196496852883262e-07,1.726107739986537e-07,-2.0194740560074643e-07,5.6256649728571356e-08,-6.581574834374556e-08,1.8334756242531612e-08,-2.144947571568847e-08,5.974922002968921e-09,-6.989713457153021e-09,1.9452401890345636e-09,-2.275548185009376e-09,6.275849997794966e-10,-7.341275311002046e-10,1.84899993401666e-10,-2.1628393036038138e-10,36.32555634254494,-1.9730762286520176,-15.83439976492265,822.1688363093767,-1.6638894401275652,1.405831803149139
98.5,1023.3090049564973,0.16899566286679812,-0.22854567465139863,0.16899566286679812,-0.22854567465139863,0.04488001743462552,-0.05689006774003047,0.013778751216017474,-0.01720344616458976,0.004397384498698366,-0.005466046678414529,0.0014200737855488805,-0.001762674852114225,0.0004603196676102839,-0.0005710950626240733,0.0001493942178086276,-0.0001853103311992744,4.8507983003607904e-05,-6.0163006750499e-05,1.5751833536530677e-05,-1.9535561030089293e-05,5.115039718766243e-06,-6.343402122606609e-06,1.660989575023019e-06,-2.059769380366999e-06,5.393675293643037e-07,-6.688287717819129e-07,1.751469740318431e-07,-2.1717570825901705e-07,5.6874815552933826e-08,-7.051914984855654e-08,1.8468551393912567e-08,-2.289804264744895e-08,5.996567093917037e-09,-7.434413419465809e-09,1.9452023578275127e-09,-2.411500671843449e-09,6.253687370964776e-10,-7.752433193340286e-10,1.8370288728534672e-10,-2.2771960229354172e-10,36.445774998245845,-1.985389572839181,-15.931512666345016,822.0299520329032,-1.894735700462298,1.5004518814420222
99.0,1032.189499976481,0.18101694715405298,-0.24415333065304823,0.18101694715405298,-0.24415333065304823,0.04723980773100623,-0.05955226084805076,0.014397526558390258,-0.01787043679962533,0.004571101240342899,-0.005648224123254589,0.0014693594017099972,-0.0018129908602683763,0.00047417148869614216,-0.0005847757635395974,0.0001532102600303609,-0.000188911479087859,4.952791984336361e-05,-6.106197246465771e-05,1.6012298416586484e-05,-1.9740240908398672e-05,5.176750837773737e-06,-6.381665958942794e-06,1.6736353835192755e-06,-2.0630781836976243e-06,5.410836746717461e-07,-6.669561792014395e-07,1.7493147768633574e-07,-2.1561494831691149e-07,5.655500484102073e-08,-6.970436563736577e-08,1.828393948919041e-08,-2.2533919838935656e-08,5.9105370654768e-09,-7.2840339862927844e-09,1.9089132104113104e-09,-2.352390237025034e-09,6.111043096473237e-10,-7.530388483313104e-10,1.7887289197645951e-10,-2.2040873706098783e-10,36.622297174394916,-2.005155886550121,-15.899567018529346,821.8651169735078,-1.9990820451108922,1.5912051796008255
99.5,1042.1691728585156,0.19238095993006726,-0.2376777404783402,0.19238095993006726,-0.2376777404783402,0.049356954195790365,-0.058104452518948385,0.014930078792236453,-0.017383526241117258,0.00471374507710963,-0.005470923752315081,0.0015074940781597053,-0.001747881172712344,0.0004840633448455458,-0.0005610593485379578,0.000155635667928465,-0.00018036709367370664,5.006444938690678e-05,-5.801532743515247e-05,1.6106192584928566e-05,-1.866338948708697e-05,5.181509888375342e-06,-6.003966925724533e-06,1.6669392569764466e-06,-1.9314615299879336e-06,5.362696424798368e-07,-6.213464608562459e-07,1.7252284331546236e-07,-1.9988561984955733e-07,5.550211995796099e-08,-6.430264603177172e-08,1.785535103660995e-08,-2.0685784431862393e-08,5.743639260053053e-09,-6.653882092524721e-09,1.845944750340238e-09,-2.1384104197467054e-09,5.881483829049428e-10,-6.813090161563527e-10,1.714664982870862e-10,-1.9862038448774717e-10,36.84748233766014,-2.0322850142089313,-15.740347565043217,821.6814128604868,-1.9695825046064863,1.676975969541466
100.0,1052.7342256721593,0.20290256437275592,-0.2106960470526089,0.20290256437275592,-0.2106960470526089,0.0512200979736477,-0.052744877593892084,0.015378593833053584,-0.015806073772242534,0.004827534741096773,-0.004958983370368114,0.001535677675904787,-0.0015772166428346846,0.0004905440980377993,-0.0005037829464569471,0.00015690185387233114,-0.00016113258635880006,5.0210440220584184e-05,-5.156360752914798e-05,1.6069560347550446e-05,-1.6502528528885583e-05,5.142969641374942e-06,-5.281504938625011e-06,1.6459776208504295e-06,-1.690304267196191e-06,5.267855910153704e-07,-5.409686294617183e-07,1.6859465691498665e-07,-1.731327523204794e-07,5.395768683423084e-08,-5.540972334115542e-08,1.72686701815135e-08,-1.7733268339963695e-08,5.526191818185175e-09,-5.674832966408405e-09,1.7669195705608403e-09,-1.8144338769472238e-09,5.601614025864478e-10,-5.752211923387185e-10,1.6261953695976093e-10,-1.6699068755968012e-10,37.11003006837996,-2.0662842640078707,-15.46402735878941,821.4876667914275,-1.8080942379274698,1.756584572535051
100.5,1063.3364695368912,0.21235691064437137,-0.16842883383708265,0.21235691064437137,-0.16842883383708265,0.0528147128500793,-0.04393818748682031,0.015745118840034027,-0.013245494590312337,0.004914840690503499,-0.004147927287255522,0.0015552073174452824,-0.0013138686527521556,0.0004942045939217142,-0.00041765787485144675,0.0001572554603665674,-0.00013291634078090836,5.006362918093075e-05,-4.231848910302945e-05,1.593980883567371e-05,-1.347433690322106e-05,5.075091635514295e-06,-4.290270253408411e-06,1.615863487151249e-06,-1.3660352242630114e-06,5.144763824349632e-07,-4.3494980654791824e-07,1.638046325561605e-07,-1.3848934064518622e-07,5.215386947487376e-08,-4.4095388388808945e-08,1.6605162779605466e-08,-1.403997194079834e-08,5.286432673410455e-09,-4.469945859117716e-09,1.6815767904126346e-09,-1.4219117838667653e-09,5.304494683149276e-10,-4.4855514245989014e-10,1.5334526314136437e-10,-1.2967484218345113e-10,37.39572151986664,-2.106297298697232,-15.088509295956078,821.2938470368647,-1.525557861647483,1.828482074364771
101.0,1073.4276900833022,0.22045692608372966,-0.1178096443012828,0.22045692608372966,-0.1178096443012828,0.05411740412363067,-0.032397026294525996,0.0160295405842274,-0.009860377424427105,0.004977418837011252,-0.0030861501786710634,0.001567185650670307,-0.0009741359897695021,0.0004955678889846254,-0.0003082983084597725,0.000156917674559896,-9.765303592609894e-05,4.971176392801955e-05,-3.094271370609751e-05,1.575035388108082e-05,-9.804627046878901e-06,4.990240292187953e-06,-3.1067317633881486e-06,1.5810754694204278e-06,-9.84410951763636e-07,5.009377250255539e-07,-3.1192423026701697e-07,1.5871385545604088e-07,-9.883749989678415e-08,5.02858255721325e-08,-3.131800078022163e-08,1.5932089623436136e-08,-9.923450746649648e-09,5.047359087258092e-09,-3.14409518801123e-09,1.5977171550933705e-09,-9.953428592686196e-10,5.016167586281646e-10,-3.1252514202949804e-10,1.4443054109047384e-10,-8.999242806742052e-11,37.688500572955554,-2.1511632107115917,-14.638299459126442,821.11022064409,-1.14125498787128,1.8906376790219037
101.5,1082.494012931753,0.22686775508869264,-0.06535371900367347,0.22686775508869264,-0.06535371900367347,0.0550969715095322,-0.019037228456018296,0.016229456868825588,-0.005866001523322532,0.0050162416775254536,-0.0018372715517108475,0.0015724274899988667,-0.0005783424908986711,0.000495047319318131,-0.00018233863016962198,0.000156067205124018,-5.751949082286189e-05,4.922610981549817e-05,-1.8147366590718706e-05,1.5528248700882e-05,-5.725483822414994e-06,4.898345788295124e-06,-1.80638688449057e-06,1.5451704763064198e-06,-5.69914032568167e-07,4.874200158301686e-07,-1.798075510140537e-07,1.5375536674436995e-07,-5.672917497851162e-08,4.850168946029623e-08,-1.7898006759967438e-08,1.529959771110544e-08,-5.646761235489286e-09,4.825792267995841e-09,-1.781392454794068e-09,1.52093293699194e-09,-5.615291467038317e-10,4.75492328524793e-10,-1.755799432015356e-10,1.3641822688619827e-10,-5.038049554009281e-11,37.971778445946384,-2.19949172235136,-14.142969630136328,820.9463844901443,-0.6814963817245103,1.940674250277805
102.0,1090.0881099344997,0.23125987721414495,-0.015835712462951287,0.23125987721414495,-0.015835712462951287,0.05572155481210776,-0.004885125976608788,0.016341667969635168,-0.001526719787568382,0.005031828273162492,-0.0004790590212819109,0.0015715292898666202,-0.00015050963336312432,0.0004929594384768467,-4.730909995468898e-05,0.0001548421227201193,-1.4871740026894929e-05,4.8661524663863916e-05,-4.674970600573096e-06,1.5294116795265858e-05,-1.4695893067451243e-06,4.806877921373369e-06,-4.6196926457674233e-07,1.5107819332493964e-06,-1.4522125353290984e-07,4.748325356256076e-07,-4.56506826952299e-08,1.4923789809324533e-07,-1.4350411010125045e-08,4.690481731397671e-08,-4.511085658365178e-09,1.4741865805030126e-08,-1.4180595901486927e-09,4.632910188083415e-09,-4.457324623002999e-10,1.4548395819463298e-09,-1.399953181543764e-10,4.5322512853540793e-10,-4.362025141272555e-11,1.2964065122062538e-10,-1.2478994814019395e-11,38.229805231240974,-2.2497487939582603,-13.635283280019252,820.8103174865665,-0.1778289704499609,1.9762383854830734
102.5,1095.8572226010986,0.23338946645890823,0.030420930568348437,0.23338946645890823,0.030420930568348437,0.05596965378961224,0.009186326252604658,0.016364675114709376,0.0028473024477132817,0.005024882649917152,0.0008894833472675972,0.0015650391769140345,0.0002785470205429365,0.0004895707724221691,8.729654963976182e-05,0.00015335326410498897,2.736714727558672e-05,4.806051970263267e-05,8.579500027153064e-06,1.506346242625157e-05,2.6896417070529724e-06,4.721295184662366e-06,8.431927838224438e-07,1.479781180051584e-06,2.643378366243082e-07,4.63803308129412e-07,8.286893901122221e-08,1.453684477290907e-07,2.597910554687475e-08,4.556235318942818e-08,8.144347430861344e-09,1.428035190251399e-08,2.5532018590697567e-09,4.475471414402548e-09,8.00352068496373e-10,1.4015340942630457e-09,2.5069263383536676e-10,4.354521517032646e-10,7.790606247899336e-11,1.2427421063815918e-10,2.223774258645634e-11,38.448940594222634,-2.300345830132712,-13.14908147427175,820.7076051153801,0.3351216144338599,1.9955254395141473
103.0,1099.565241949679,0.2331839803013172,0.07979334483710616,0.2331839803013172,0.07979334483710616,0.055842063610382596,0.02266418898172121,0.016301470160396566,0.006895654294644235,0.004997036849388012,0.0021393666494196675,0.0015536654571260177,0.0006676780049430007,0.0004851586268016404,0.00020875917915039234,0.00015170268246670552,6.531235561281853e-05,4.745909544153516e-05,2.0437461674556123e-05,1.4848591806833994e-05,6.395265272182512e-06,4.6456991348464865e-06,2.00119851237507e-06,1.4535062125806208e-06,6.262125671455789e-07,4.5476046462669894e-07,1.9595366195106754e-07,1.4228151473706696e-07,6.131757319201158e-08,4.451577588053558e-08,1.9187404000554e-08,1.3927598334582754e-08,6.004049951371204e-09,4.357185678843874e-09,1.8786240986454176e-09,1.3620850284986841e-09,5.87358835053353e-10,4.2247008414474333e-10,1.8220440497689618e-10,1.203936854459392e-10,5.1930270504802804e-11,38.6186762439308,-2.3497254408131596,-12.71705010621273,820.6409569608177,0.8220329273270488,1.9978336740798608
103.5,1101.1074574842578,0.23080669872317983,0.1291896063285713,0.23080669872317983,0.1291896063285713,0.055371717350241934,0.03462060429248665,0.01616195020616075,0.01037019622664201,0.0049515220291563265,0.0032007995618399303,0.001538473328745157,0.0009968175606645496,0.0004800709507876457,0.0003112932412700419,0.00015000248534081608,9.729644749244077e-05,4.689285234619721e-05,3.04216974407627e-05,1.4660647471086532e-05,9.51195810040802e-06,4.583525495154255e-06,2.9741058032399102e-06,1.4329998716396991e-06,9.299142434313824e-07,4.4801509678598766e-07,2.9075646644233186e-07,1.4006806053352786e-07,9.091087419646584e-08,4.379104143436478e-08,2.8425098421071605e-08,1.3690782681349354e-08,8.887609474628577e-09,4.279953176468942e-09,2.7786616182479204e-09,1.3369630446258928e-09,8.680721933992701e-10,4.143835984113727e-10,2.690776966131181e-10,1.1801779867484422e-10,7.664002467317631e-11,38.73230997921239,-2.396437494914518,-12.368511799033621,820.6100806328946,1.2493335941362846,1.9840058983672524
104.0,1100.5170486249651,0.22667826926585216,0.17317839034051566,0.22667826926585216,0.17317839034051566,0.05462887554712157,0.044191609843942534,0.01596439417157247,0.013083761206855003,0.004893621327372146,0.0040255002776229554,0.0015210293925483826,0.001252642952526737,0.0004747736752624477,0.0003911509674093263,0.00014839063479153561,0.00012227284850566453,4.6402334210009975e-05,3.8238683398979756e-05,1.4511430990488214e-05,1.1958949420790981e-05,4.538168886530896e-06,3.7400992535367586e-06,1.419224392464428e-06,1.1696965951109114e-06,4.4383492835667235e-07,3.658165258660722e-07,1.3880076384925902e-07,1.1440720756843343e-07,4.340721551201724e-08,3.5780231197612076e-08,1.3574655933641348e-08,1.1189990806777455e-08,4.244860203365929e-09,3.4993224323459737e-09,1.3263773262351867e-09,1.0934709225784728e-09,4.112159523092609e-10,3.390229767068985e-10,1.1714318340956693e-10,9.65811582987815e-11,38.78723393955493,-2.4392009243626807,-12.127397874643695,820.611905562941,1.5875474587635017,1.9566351327504028
